customernumber,date,salutation,title,domain,datecreated,newsletter,model,paymenttype,deliverytype,invoicepostcode,delivpostcode,voucher,advertisingdatacode,case,numberitems,gift,entry,points,shippingcosts,deliverydatepromised,deliverydatereal,weight,remi,cancel,used,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,target90
64762,02/12/2008,0,0,2,02/12/2008,1,1,0,0,6,,1,BD,3,1,0,0,0,0,04/12/2008,03/12/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32404,02/12/2008,1,0,12,02/12/2008,1,2,2,0,57,,1,,3,2,0,1,0,0,04/12/2009,06/12/2008,964,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
17131,02/12/2008,1,0,12,02/12/2008,1,1,0,0,63,,0,,4,1,0,0,0,0,04/12/2008,03/12/2008,164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32470,02/12/2008,0,0,9,02/12/2008,0,1,3,0,33,33,0,,4,2,0,0,0,0,04/12/2008,03/12/2008,763,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9840,02/12/2008,1,0,9,02/12/2008,1,3,0,0,10,,0,,4,2,0,1,0,0,04/12/2008,03/12/2008,959,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26226,02/12/2008,0,0,4,02/12/2008,0,2,1,1,45,,0,,4,1,0,1,0,0,03/12/2008,04/12/2008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17334,02/12/2008,1,0,12,02/12/2008,0,2,0,0,45,,0,,4,2,0,1,0,0,03/12/2008,02/12/2008,965,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31468,02/12/2008,0,0,9,02/12/2008,0,1,0,0,36,,0,,3,2,0,0,0,0,04/12/2008,03/12/2008,1231,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26575,02/12/2008,0,0,4,02/12/2008,0,1,0,0,65,,0,,1,1,0,0,0,1,04/12/2008,03/12/2008,402,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7034,02/12/2008,2,0,12,02/12/2008,1,2,2,0,52,,0,,3,1,0,1,0,0,04/12/2008,03/12/2008,937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46595,02/12/2008,1,0,4,02/12/2008,0,2,0,0,53,,1,,1,2,0,1,0,0,03/12/2008,02/12/2008,762,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
63730,02/12/2008,0,0,4,02/12/2008,0,2,2,0,52,,1,,1,6,0,1,0,0,16/12/2008,05/12/2008,1959,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1
16711,02/12/2008,1,0,4,02/12/2008,0,1,2,0,76,,0,,4,1,0,0,0,0,04/12/2008,03/12/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12383,02/12/2008,0,0,5,23/09/2008,1,3,1,1,52,,0,,1,1,0,1,0,0,05/12/2008,04/12/2008,185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
59921,02/12/2008,2,0,12,02/12/2008,0,1,2,0,1,1,1,,4,2,0,0,0,0,07/12/2009,04/12/2008,738,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
62287,02/12/2008,0,0,5,02/12/2008,0,2,3,0,59,59,0,,3,2,0,1,0,0,04/12/2008,03/12/2008,1128,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20555,02/12/2008,0,0,5,02/12/2008,0,1,0,0,69,,0,,2,1,0,0,0,1,16/12/2008,03/12/2008,239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62346,02/12/2008,0,0,3,02/12/2008,0,3,0,0,93,,0,,3,1,0,1,0,0,16/01/2009,11/12/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25862,02/12/2008,1,0,8,02/12/2008,0,3,3,0,30,,0,,5,1,0,1,0,1,04/12/2008,02/12/2008,149,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7368,02/12/2008,0,0,5,02/12/2008,0,1,2,0,14,,0,,3,1,0,0,0,0,04/12/2008,02/12/2008,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29219,02/12/2008,1,0,11,02/12/2008,0,1,3,0,53,,0,,1,1,0,0,0,0,03/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15416,02/12/2008,0,0,0,02/12/2008,0,1,0,0,88,,0,BQ,2,1,0,0,0,1,04/12/2008,03/12/2008,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16863,02/12/2008,0,0,10,02/12/2008,0,3,1,1,30,,0,,4,1,0,1,0,0,03/12/2008,04/12/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30477,02/12/2008,1,0,12,02/12/2008,0,1,0,0,50,,0,,2,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52012,02/12/2008,0,0,12,02/12/2008,0,1,3,0,10,,0,,2,1,0,0,0,1,16/12/2008,17/12/2008,315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44228,02/12/2008,0,0,10,02/12/2008,0,2,0,0,41,,1,,4,3,0,1,0,0,03/12/2008,02/12/2008,1341,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
38651,02/12/2008,0,0,4,02/12/2008,0,1,2,0,83,,0,,3,3,0,0,0,1,04/12/2008,03/12/2008,941,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
64839,02/12/2008,1,0,4,02/12/2008,0,1,3,0,71,,0,,1,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18516,02/12/2008,1,0,5,02/12/2008,0,1,0,0,25,,0,,2,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41397,02/12/2008,0,0,12,02/12/2008,0,3,1,1,34,,0,,2,2,0,1,0,0,03/12/2008,03/12/2008,1638,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10605,02/12/2008,0,0,0,02/12/2008,1,1,3,0,34,,0,,4,6,0,0,0,0,03/12/2008,02/12/2008,1321,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
57047,02/12/2008,0,0,0,02/12/2008,0,2,1,1,41,,0,,3,1,0,1,0,0,16/12/2008,07/12/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59725,02/12/2008,0,0,0,02/12/2008,0,1,3,0,45,,0,,3,1,0,0,0,0,07/12/2009,0000-00-00,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65540,02/12/2008,0,0,6,02/12/2008,0,3,0,0,99,,0,,4,3,0,1,0,0,03/12/2008,02/12/2008,1117,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
64758,02/12/2008,1,0,4,02/12/2008,0,1,2,0,53,,0,,4,6,0,0,0,0,04/12/2008,03/12/2008,449,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
22779,02/12/2008,1,0,4,02/12/2008,1,3,1,1,90,,0,,4,2,0,1,0,0,03/12/2008,02/12/2008,1275,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
47627,02/12/2008,1,0,8,02/12/2008,0,1,2,0,77,,0,,1,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50536,02/12/2008,1,0,9,02/12/2008,0,1,0,0,47,,0,,4,5,0,0,0,0,03/12/2008,03/12/2008,1410,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
9821,02/12/2008,1,0,4,02/12/2008,0,1,2,0,38,38,0,,2,1,0,0,0,1,03/12/2008,02/12/2008,288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3102,02/12/2008,0,0,8,02/12/2008,0,2,2,0,44,,0,,5,1,0,1,0,0,04/12/2008,03/12/2008,705,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
37237,02/12/2008,2,0,12,02/12/2008,0,3,0,0,85,,0,,4,1,0,1,0,0,04/12/2008,02/12/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48124,02/12/2008,0,0,9,02/12/2008,0,2,3,0,42,,1,,1,3,0,1,0,0,03/12/2008,02/12/2008,1024,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
52422,02/12/2008,0,0,9,02/12/2008,0,3,1,1,73,,0,,2,2,0,1,0,0,04/12/2008,03/12/2008,476,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
47455,02/12/2008,1,0,9,02/12/2008,0,1,3,0,28,,0,,4,1,0,0,0,0,04/12/2008,02/12/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55903,02/12/2008,1,0,1,02/12/2008,0,1,3,0,14,,0,,4,3,0,0,0,0,04/12/2008,03/12/2008,711,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
21637,02/12/2008,0,0,4,02/12/2008,0,1,0,0,39,,0,,3,1,0,0,0,1,04/12/2008,03/12/2008,331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22110,02/12/2008,0,0,9,02/12/2008,0,1,1,1,15,,0,,4,2,0,0,0,0,03/12/2008,02/12/2008,889,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
55016,02/12/2008,0,0,8,02/12/2008,0,1,0,0,76,,1,,3,1,0,0,0,0,04/12/2008,03/12/2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44786,02/12/2008,2,0,12,02/12/2008,0,1,0,0,93,,0,,2,1,0,0,0,0,04/12/2008,0000-00-00,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23529,02/12/2008,1,0,4,02/12/2008,1,1,0,0,81,,0,,2,1,0,0,0,1,03/12/2008,02/12/2008,555,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8364,02/12/2008,0,0,8,02/12/2008,0,1,1,1,24,,0,,4,1,0,0,0,0,04/12/2008,03/12/2008,327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40546,02/12/2008,0,0,5,02/12/2008,0,2,0,0,44,,0,,3,2,0,1,0,0,04/12/2008,02/12/2008,624,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
34850,02/12/2008,1,0,8,01/12/2008,0,1,0,0,64,,1,AX,1,1,0,0,0,0,03/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27176,02/12/2008,1,0,9,02/12/2008,0,2,1,1,50,,0,,3,1,0,1,0,0,03/12/2008,03/12/2008,436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37069,02/12/2008,0,0,12,02/12/2008,0,2,2,0,52,82,1,BD,3,2,0,1,0,0,16/12/2008,17/12/2008,1036,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
38203,02/12/2008,0,0,4,02/12/2008,0,1,0,0,95,,1,,4,2,0,0,0,0,04/12/2008,03/12/2008,149,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
21403,02/12/2008,0,0,8,02/12/2008,1,1,1,1,52,,0,,4,4,0,0,0,0,04/12/2008,04/12/2008,1338,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1
26453,02/12/2008,0,0,9,02/12/2008,0,3,0,0,89,,0,,5,1,0,1,0,0,04/12/2008,02/12/2008,747,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
50350,02/12/2008,0,0,5,02/12/2008,0,3,1,1,23,,0,,4,2,0,1,0,0,03/12/2008,02/12/2008,1250,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1978,02/12/2008,1,0,4,02/12/2008,1,1,2,0,90,,1,BD,3,2,0,0,0,0,04/12/2008,03/12/2008,1194,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
12322,02/12/2008,0,0,9,02/12/2008,0,3,1,1,22,,0,,3,1,0,1,0,0,03/12/2008,03/12/2008,560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18486,02/12/2008,1,0,9,02/12/2008,0,1,0,0,77,,0,,4,2,0,0,0,0,16/12/2008,07/12/2008,406,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
62228,02/12/2008,0,0,4,02/12/2008,0,1,0,0,54,,1,BD,4,3,0,0,0,0,04/12/2008,03/12/2008,929,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
23719,02/12/2008,0,0,9,19/09/2008,1,2,0,0,52,,0,BD,5,6,0,1,0,0,05/12/2008,04/12/2008,2409,1,0,0,2,2,0,0,0,0,0,0,0,0,2,1
35292,02/12/2008,0,0,8,02/12/2008,0,3,0,0,99,,1,BD,4,1,0,1,0,1,03/12/2008,03/12/2008,273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57680,02/12/2008,0,0,12,02/12/2008,0,3,2,0,24,,0,,2,1,0,1,0,1,04/12/2008,02/12/2008,577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11754,02/12/2008,0,0,12,02/12/2008,0,1,0,0,76,76,0,,5,1,0,0,0,0,04/12/2008,03/12/2008,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56706,02/12/2008,0,0,11,02/12/2008,0,3,2,0,89,,0,,4,1,0,1,0,0,04/12/2008,03/12/2008,522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40811,02/12/2008,0,0,5,02/12/2008,1,2,1,1,40,,0,,5,5,0,1,0,0,04/12/2008,04/12/2008,1110,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
9071,02/12/2008,1,0,4,02/12/2008,0,1,0,0,48,,0,,2,1,0,0,0,1,04/12/2008,03/12/2008,276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18476,02/12/2008,0,0,12,02/12/2008,1,3,3,0,55,,1,BD,4,3,0,1,0,0,04/12/2008,03/12/2008,1007,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0
22917,02/12/2008,0,0,8,02/12/2008,1,1,0,0,51,,0,,3,1,0,0,0,0,04/12/2008,03/12/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33169,02/12/2008,2,0,12,02/12/2008,1,1,0,0,49,,1,BD,4,2,0,0,0,0,04/12/2008,03/12/2008,1088,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
48067,02/12/2008,0,0,5,02/12/2008,0,1,0,0,1,,0,BQ,2,1,0,0,0,1,16/12/2008,05/12/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32018,02/12/2008,0,0,12,02/12/2008,0,2,0,0,41,76,1,BD,2,1,0,1,0,1,04/12/2008,03/12/2008,118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48263,02/12/2008,2,0,12,20/11/2008,0,1,0,0,33,78,0,AE,4,3,0,0,0,0,04/12/2008,03/12/2008,1635,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
62687,02/12/2008,1,0,2,02/12/2008,0,1,3,0,51,,0,,4,2,0,0,0,0,04/12/2008,03/12/2008,813,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2646,02/12/2008,0,0,9,02/12/2008,0,1,0,0,73,,0,,5,3,0,0,0,0,04/12/2008,03/12/2008,1378,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
29255,02/12/2008,0,0,8,02/12/2008,0,1,0,0,50,,0,CA,2,1,0,0,0,1,16/12/2008,04/12/2008,136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41559,02/12/2008,1,0,12,02/12/2008,1,3,0,0,24,,0,,4,2,0,1,0,0,03/12/2008,02/12/2008,764,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20546,02/12/2008,0,0,12,02/12/2008,0,1,2,0,91,,0,,4,1,0,0,0,0,04/12/2008,02/12/2008,552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64427,02/12/2008,0,0,4,02/12/2008,0,1,0,0,53,,0,,4,2,0,0,0,0,04/12/2008,02/12/2008,563,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
54570,02/12/2008,0,0,9,02/12/2008,1,2,1,1,45,,0,,5,1,0,1,0,0,04/12/2008,04/12/2008,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13848,02/12/2008,0,0,9,02/12/2008,0,3,0,0,23,,0,,3,1,0,1,0,0,04/12/2008,03/12/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47008,02/12/2008,0,0,8,02/12/2008,0,1,0,0,86,,0,,1,1,0,0,0,1,04/12/2008,02/12/2008,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8928,02/12/2008,0,0,4,02/12/2008,0,3,1,1,49,,0,,3,1,0,1,0,0,03/12/2008,04/12/2008,615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53793,02/12/2008,0,0,2,02/12/2008,0,1,3,0,89,89,0,BQ,4,3,0,0,0,0,04/12/2009,23/12/2008,1581,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
27665,02/12/2008,1,0,9,02/12/2008,0,2,0,0,52,,0,,4,3,0,1,0,0,04/12/2008,03/12/2008,761,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
4989,03/12/2008,1,0,4,20/10/2008,1,1,2,0,91,,0,BD,1,1,0,0,0,0,04/12/2008,0000-00-00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1785,03/12/2008,1,0,12,03/12/2008,0,1,0,0,27,,0,,3,2,0,0,0,0,05/12/2008,04/12/2008,351,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
31150,03/12/2008,0,0,9,03/12/2008,1,3,0,0,29,,0,,5,4,0,1,0,0,05/12/2008,04/12/2008,2544,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
64709,03/12/2008,1,0,6,03/12/2008,0,3,2,0,34,,0,,4,2,0,1,0,0,05/12/2008,09/12/2008,1046,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15311,03/12/2008,0,0,1,03/12/2008,1,1,0,0,86,,1,BD,4,3,0,0,0,0,05/12/2008,04/12/2008,1627,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
27946,03/12/2008,1,0,8,03/12/2008,0,1,0,0,53,,0,,1,1,0,0,0,1,04/12/2008,03/12/2008,239,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40150,03/12/2008,0,0,8,03/12/2008,0,1,0,0,24,,0,,3,2,0,0,0,0,16/12/2008,16/12/2008,1145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
311,03/12/2008,0,0,8,03/12/2008,1,3,0,0,86,,0,,4,3,0,1,0,0,05/12/2008,04/12/2008,620,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
8587,03/12/2008,1,0,9,03/12/2008,0,1,3,0,28,28,0,,3,1,0,0,0,0,04/12/2008,04/12/2008,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55318,03/12/2008,0,0,4,03/12/2008,0,2,0,0,52,,0,,3,1,0,1,0,0,04/12/2008,03/12/2008,659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62721,03/12/2008,0,0,8,03/12/2008,0,1,0,0,57,,1,,4,2,0,0,0,0,05/12/2008,04/12/2008,1461,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22834,03/12/2008,0,0,5,03/12/2008,0,1,0,0,14,,0,,2,2,0,0,0,1,05/12/2008,04/12/2008,1468,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
31751,03/12/2008,1,0,12,02/12/2008,1,1,2,0,26,,0,,1,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48480,03/12/2008,0,0,8,03/12/2008,0,1,0,0,74,,0,,3,2,0,0,0,0,07/12/2009,17/12/2008,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37810,03/12/2008,0,0,4,03/12/2008,0,3,2,0,12,,0,,5,3,0,1,0,0,05/12/2008,09/12/2008,1539,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10569,03/12/2008,0,0,12,03/12/2008,1,1,0,0,22,,0,,4,1,0,0,0,0,04/12/2008,03/12/2008,631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64569,03/12/2008,1,0,12,03/12/2008,0,1,0,0,91,,0,,5,5,0,0,0,0,05/12/2008,04/12/2008,3096,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
45675,03/12/2008,2,0,12,03/12/2008,0,1,0,0,30,,0,,3,1,0,0,0,0,11/12/2008,07/12/2008,271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13413,03/12/2008,0,0,11,03/12/2008,0,1,0,0,83,,0,,4,1,0,0,0,0,05/12/2008,04/12/2008,618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35973,03/12/2008,1,0,4,03/12/2008,0,1,0,0,31,,0,,5,1,0,0,0,0,04/12/2008,03/12/2008,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43480,03/12/2008,1,0,8,03/12/2008,0,1,0,0,59,,0,,4,1,0,0,0,0,17/12/2008,04/12/2008,893,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59445,03/12/2008,1,0,12,03/12/2008,0,1,2,0,50,,0,,2,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15194,03/12/2008,1,0,9,03/12/2008,0,1,3,0,20,,0,,2,1,0,0,0,1,05/12/2008,04/12/2008,435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45103,03/12/2008,1,0,9,03/12/2008,1,1,1,1,74,,0,,2,1,0,0,0,0,05/12/2008,03/12/2008,273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10614,03/12/2008,0,0,9,03/12/2008,0,1,0,0,52,,0,BQ,4,2,0,0,0,0,08/12/2009,10/12/2008,708,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
28873,03/12/2008,0,0,8,03/12/2008,0,1,2,0,38,,0,BQ,4,2,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
64544,03/12/2008,1,0,4,03/12/2008,0,1,0,0,38,,0,,2,1,0,0,0,1,05/12/2008,04/12/2008,524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1952,03/12/2008,2,0,12,03/12/2008,1,3,1,1,15,,0,,4,1,0,1,0,0,04/12/2008,03/12/2008,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59625,03/12/2008,0,0,9,03/12/2008,0,1,0,0,94,94,0,AB,4,1,0,0,0,0,04/12/2008,04/12/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17350,03/12/2008,0,0,9,03/12/2008,1,2,0,0,91,,0,BD,4,2,0,1,0,0,05/12/2008,04/12/2008,504,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
9737,03/12/2008,1,0,4,03/12/2008,0,1,0,0,66,,0,,3,1,0,0,0,0,05/12/2008,04/12/2008,535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23596,03/12/2008,1,0,12,03/12/2008,0,2,1,1,47,,0,,4,2,0,1,0,0,04/12/2008,04/12/2008,1326,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
38357,03/12/2008,0,0,9,03/12/2008,0,1,0,0,75,,0,BQ,3,1,0,0,0,0,04/12/2008,03/12/2008,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
63460,03/12/2008,0,0,12,03/12/2008,0,2,3,0,45,,0,,3,3,0,1,0,0,04/12/2008,03/12/2008,495,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
63273,03/12/2008,0,0,4,03/12/2008,0,3,1,1,30,,0,,4,3,0,1,0,0,05/12/2008,05/12/2008,384,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
12171,03/12/2008,1,0,12,03/12/2008,0,3,1,1,89,,0,,4,2,0,1,0,0,07/12/2009,30/12/2008,424,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
61328,03/12/2008,0,0,11,03/12/2008,1,1,2,0,84,,0,,4,5,0,0,0,0,08/12/2009,04/12/2008,2306,0,1,4,0,3,0,0,0,0,0,0,0,0,0,1
10718,03/12/2008,1,0,8,03/12/2008,1,3,0,0,27,,0,,4,1,0,1,0,0,04/12/2008,03/12/2008,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1720,03/12/2008,0,0,4,03/12/2008,0,2,2,0,52,,0,,4,2,0,1,0,0,05/12/2008,04/12/2008,995,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8975,03/12/2008,0,0,9,03/12/2008,0,1,2,0,72,,0,BQ,2,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17200,03/12/2008,1,0,12,03/12/2008,1,1,1,1,10,,0,,2,1,0,0,0,0,04/12/2008,03/12/2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
244,03/12/2008,0,0,8,03/12/2008,0,1,2,0,84,,0,,3,1,0,0,0,0,05/12/2008,04/12/2008,421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23501,03/12/2008,0,0,2,03/12/2008,0,1,0,0,35,,1,BQ,4,6,0,0,0,0,05/12/2008,03/12/2008,1529,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
49314,03/12/2008,0,0,9,26/11/2008,1,2,0,0,97,,1,,4,3,0,1,0,0,05/12/2008,04/12/2008,1585,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
12443,03/12/2008,1,0,6,03/12/2008,0,1,3,0,59,,0,,2,1,0,0,0,1,05/12/2008,04/12/2008,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64175,03/12/2008,0,0,8,03/12/2008,0,3,1,1,23,,0,,4,2,0,1,0,0,05/12/2008,04/12/2008,267,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
59670,03/12/2008,0,0,2,03/12/2008,0,3,1,1,20,,0,,3,1,0,1,0,0,04/12/2008,04/12/2008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65190,03/12/2008,0,0,4,03/12/2008,0,3,0,0,24,,0,,3,5,0,1,0,0,05/12/2008,04/12/2008,798,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
23553,03/12/2008,0,0,8,03/12/2008,0,2,1,1,52,,0,,3,1,0,1,0,0,04/12/2008,04/12/2008,555,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35177,03/12/2008,2,0,12,03/12/2008,0,2,2,0,42,,0,,5,2,0,1,0,0,04/12/2008,03/12/2008,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
23547,03/12/2008,0,0,4,03/12/2008,0,1,0,0,72,,0,BR,3,3,0,0,0,0,05/12/2008,04/12/2008,910,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
22262,03/12/2008,0,0,12,03/12/2008,1,1,2,0,1,,0,BQ,1,1,0,0,0,0,04/12/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31967,03/12/2008,1,0,8,03/12/2008,0,3,0,0,47,,0,,3,1,0,1,0,1,05/12/2008,04/12/2008,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56700,03/12/2008,0,0,12,03/12/2008,0,1,0,0,67,,0,,5,5,0,0,0,0,16/12/2008,06/12/2008,1428,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
24447,03/12/2008,0,0,9,03/12/2008,1,2,1,1,44,,0,,1,1,0,1,0,0,04/12/2008,04/12/2008,190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9093,03/12/2008,2,0,2,03/12/2008,0,3,2,0,53,,0,,2,3,0,1,0,1,05/12/2008,04/12/2008,129,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
